Drug_Name_CDSCO,Drug_Name_FDA,Indication_CDSCO,Indication_FDA,CDSCO_Approval_Date,FDA_Marketing_Approval_Date,Match_Score,FDA_Generic_Name,FDA_Trade_Name,FDA_Sponsor_Company,FDA_Sponsor_State,FDA_Sponsor_Country
diazoxide,diazoxide choline,Antihyertensive agent- indicated for reduction of blood pressure in malignant hypertension.,treatment of hyperphagia in adults and pediatric patients 4 years of age and older with Prader-Willi syndrome (PWS),01/08/1978,03/26/2025,100.0,diazoxide choline,Vykat XR,"Soleno Therapeutics, Inc.",California,United States
megestrol acetate,Megestrol acetate,"For the treatment of anorexia, cachexia, or an unexplained, significant weight loss in patients with a diagnosis of cancer or acquired immunodeficiency syndrome (AIDS).","Treatment of anorexia, cachexia, or an unexplained significant weight loss in patients with a diagnosis of acquired immune deficiency syndrome.",05/12/2012,09/10/1993,100.0,Megestrol acetate,Megace,Bristol-Myers Squibb Pharmaceutical Research Institute,Indiana,United States
sodium phosphate,sodium oxybate,"By-RMP- patients on parenteral nutrition, increased excretion and decreased absorption of phosphorus, 'X' linked familial hypophosphalaemia decreased respiratory alkalosis, chronic alcoholism and patients of phosphate binding agents.",Treatment of excessive daytime sleepiness in patients with narcolepsy,08/31/2000,11/18/2005,100.0,sodium oxybate,Xyrem,Jazz Pharmaceuticals Ireland Limited,,Ireland
terlipressin acetate,terlipressin,In the treatment of bleeding oesophagal varices.,To improve kidney function in adults with hepatorenal syndrome with rapid reduction in kidney function,07/22/1995,09/14/2022,100.0,terlipressin,Terlivaz,Mallinckrodt Pharmaceuticals Ireland Ltd,,Ireland
infliximab,infliximab,For additional indication- in maintenance therapy of Crohn's disease & fistulising Crohn's disease.,For reducing signs and symptoms and inducing and maintaining clinical remission in pediatric patients 6 years of age and older with moderately to severely active ulcerative colitis who have had an inadequate response to conventional therapy,07/15/2004,09/23/2011,100.0,infliximab,Remicade,"Janssen Biotech, Inc.",Pennsylvania,United States
mifepristone,mifepristone,By gynaecologist only- for medical termination of intrauterine pregnancy through 49 days of inception.,for the control of hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and have failed surgery or are not candidates for surgery.,02/13/2002,02/17/2012,100.0,mifepristone,Korlym,"Corcept Therapeutics, Inc.",California,United States
teriparatide,Teriparatide,For osteoporosis.,,03/26/2008,12/23/1987,100.0,Teriparatide,Parathar,"Rhone-Poulenc Rorer Pharmaceuticals, Inc.",Pennsylvania,United States
eltrombopag olamine,eltrombopag,"Indicated in patients with chronic hepatitis C virus (HCV) infection for the treatment of thrombocytopenia to: Enable the initiation of interferon based therapy, optimise interferon based therapy.",Treatment of patients with severe aplastic anemia who have had an insufficient response to immunosuppressive therapy.,07/04/2014,08/26/2014,100.0,eltrombopag,Promacta,Novartis Pharmaceuticals Corp.,New Jersey,United States
amikacin,liposomal amikacin,Antibiotic- Indicated in the treatment of serious infections due to amikacin sensitive organisms.,Treatment of Mycobacterium avium complex (MAC) lung disease as part of a combination antibacterial drug regimen in patients who do not achieve negative sputum cultures after a minimum of 6 consecutive months of a multidrug background regimen therapy,01/06/1986,09/28/2018,100.0,liposomal amikacin,Arikayce,Insmed Incorporated,New Jersey,United States
leuprolide acetate,Leuprolide acetate,"For additional indication; ""advanced prostatic cancer"", subject to all condition of MF 1447/04 dated 26-05-2004. 3 months depot, 11.25mg/vial, injection.",treatment of pediatric patients with central precocious puberty (CPP),03/12/2003,04/14/2023,100.0,Leuprolide acetate,Lupron Depot-Ped,AbbVie Endocrine Inc.,Illinois,United States
afatinib,afatinib,For â??treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with Epidermal Growth Factor Receptor (EGFR) mutationâ?�,GILOTRIF is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations as detected by an FDA-approved test.,12/30/2014,01/12/2018,100.0,afatinib,Gilotrif,"Boehringer Ingelheim Pharmaceuticals, Inc.",Connecticut,United States
fludarabine,Fludarabine phosphate,"For additional indication; for the treatment of V-cell chronic lymphocytic leukaemia (CLL) in patients with sufficient bone marrow, first time treatment with fludarabine oral should only be initiated in patients with adv.disease rai stages III/IV (Binet sÞ¡",,01/04/2005,04/18/1991,100.0,Fludarabine phosphate,Fludara,"Berlex Laboratories, Inc.",California,United States
doxorubicin hydrochloride,doxorubicin HCL liposome injection,"For additional indication; in the treatment of metastatic breast cancer, where there is an increased cardiac risk.",For use in combination with bortezomib for the treatment of patients with multiple myeloma who have not previously received bortezomib and have at least one prior therapy.,01/04/2005,05/17/2007,100.0,doxorubicin HCL liposome injection,Doxil,Johnson & Johnson Pharmaceutical Research & Dev.,,United States
etidronate disodium,Etidronate disodium,Hypercalcemia induced by various malignant disorders.,,10/03/1995,04/21/1987,100.0,Etidronate disodium,Didronel,"MGI Pharma, Inc.",Minnesota,United States
ibuprofen,Ibuprofen lysine,,"For closure of a clinically significant patent ductus arteriosus in premature infants weighing between 500 and 1500 g, who are no more than 32 weeks gestational age when usual medical management (e.g., fluid restriction, diuretics, respiratory support, etc.) is ineffective",01/04/1979,04/13/2006,100.0,Ibuprofen lysine,NeoProfen,"Lundbeck, Inc.",Illinois,United States
trabectedin,trabectedin,"For the treatment of patients with advanced soft tissue sarcoma, after failure of anthracyclines and ifosfamide, or who are unsuited to recieve these agents.",For the treatment of patients with unresectable or metastatic liposarcoma or leiomyosarcoma who received a prior anthracycline-containing regimen,01/04/2009,10/23/2015,100.0,trabectedin,Yondelis,"Janssen Research & Development, LLC",New Jersey,United States
tranexamic acid + mefenamic acid,tranexamic acid,For primary dysmenorrhoea and pain associated with menorrhagia in women.,Treatment of patients with hemophilia for short term use (2 to 8 days) before and after tooth extraction to reduce or prevent hemorrhage abd reduce the need for replacement therapy,02/22/2005,12/30/1986,100.0,tranexamic acid,Cyklokapron,Pharmacia Inc.,Ohio,United States
tretinoin,Tretinoin,Topical acne therapy- For the treatment of Acne vulgaris.,Induction of remission in patients with acute promyelocytic leukemia who are refractory to or unable to tolerate anthracycline based cytotoxic chemotherapeutic regimens.,01/07/1974,11/22/1995,100.0,Tretinoin,Vesanoid,"Hoffmann-La Roche, Inc.",New Jersey,United States
albendazole + ivermectin,Albendazole,For the treatment of intestinal helminthes and suppression of microfilaraemia especially with bancrofti infections.,"Treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, Taenia solium.",04/25/2009,06/11/1996,100.0,Albendazole,Albenza,"Impax Laboratories, LLC",New Jersey,United States
pentosan polysulfate sodium,Pentosan polysulfate sodium,For the relief of bladder pain or discomfort associated with interstitial cystitis.,Relief of bladder pain or discomfort associated with interstitial cystitis.,11/05/2010,09/26/1996,100.0,Pentosan polysulfate sodium,Elmiron,Alza Corporation,California,United States
amiodarone hydrochloride,Amiodarone HCl,"In the treatment of control of ventricular and supraventricular arrhythmia where other drug cannot be used, arrhythmia associated with wolf-white syndrome.",For initiation of treatment and prophylaxis of frequently recurring ventricular fibrillation and hemodynamically unstable ventricular tachycardia in patients refractory to other therapy.,01/04/1990,08/03/1995,100.0,Amiodarone HCl,Cordarone,Wyeth-Ayerst Laboratories,Pennsylvania,United States
dasatinib,dasatinib,For the treatment of adults with chronic accelerated or myeloid or lymphoid blast phase chronic myeloid leukemai (CML).,Treatment of pediatric patients with Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in chronic phase,08/30/2006,11/09/2017,100.0,dasatinib,Sprycel,Bristol-Myers Squibb Company,New Jersey,United States
bortezomib,bortezomib,For the treatment of patients with mantle cell lymphoma who have received at least one prior therapy.,Treatment of multiple myeloma patients who have received at least two prior therapies and have demonstrated disease progression on the last therapy,05/09/2007,05/13/2003,100.0,bortezomib,Velcade,"Takeda Pharmaceuticals U.S.A., Inc.",Massachusetts,United States
budesonide + formoterol,budesonide,For the treatment of asthma where the use of corticosteroid and long acting beta agonist in combination is appropriate.,"to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk of rapid disease progression, generally a urine protein-to-creatinine ratio (UPCR) > or = 1.5 g/g",11/21/2011,12/15/2021,100.0,budesonide,Tarpeyo,Calliditas Therapeutics AB,,Sweden
paclitaxel nanoparticle,Paclitaxel,For metastatic breast cancer.,For the second line treatment of AIDS-related Kaposi's sarcoma.,08/23/2006,08/04/1997,100.0,Paclitaxel,Taxol,Bristol-Myers Squibb Pharmaceutical Research Institute,Connecticut,United States
everolimus,everolimus,Treatment of advance renal cell carcinoma.,"Treatment of progressive neuroendocrine tumors of pancreatic origin (PNET) in patients with unresectable, locally advanced or metastatic disease.",05/16/2009,05/05/2011,100.0,everolimus,Afinitor,Novartis Pharmaceuticals Corp.,New Jersey,United States
rifabutin,Rifabutin,For treatment of pulmonary T.B only in patients co-infected with HIV. (It should never be used as a substitute to Rifampicin in T.B patients without HIV co-infection).,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infections.,07/19/2007,12/23/1992,100.0,Rifabutin,Mycobutin,"Adria Laboratories, Inc.",Ohio,United States
sorafenib,Sorafenib,For the treatment of patients with advanced renal cell carcinoma.,Treatment of unresectable hepatocellular carcinoma,01/08/2007,11/16/2007,100.0,Sorafenib,Nexavar,Bayer Pharmaceuticals Corporation,Connecticut,United States
tacrolimus,Tacrolimus,For dermatologists-For treatment of patients with moderate to severe atopic dermatitis in whom the use of alternative convetional therapy is advisable.,Prophylaxis of organ rejection in patients receiving allogenic heart transplants.,07/03/2003,03/29/2006,100.0,Tacrolimus,Prograf,"Astellas Pharma US, Inc.",Illinois,United States
midazolam,midazolam,Anaesthetic general-For preoperative sedation for conscious sedation prior to short diagnostic or endoscopic procedure and for induction of general anaesthesia prior to administration of another anaesthetic agent.,"NAYZILAM is indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patient¿s usual seizure pattern in patients with epilepsy 12 years of age and older.",04/15/1997,05/17/2019,100.0,midazolam,NAYZILAM,"UCB, Inc.",Georgia,United States
human interferon alfa-2b,Interferon alfa-2b (recombinant),"By cancer specialists-for multiple myeloma, kaposis sarcoma in patients with AIDS, malignant melanoma, hairy cell leukemia, chronic myelogenous leukemia, laryngeal papilimatosis, condylomate accuminata, superficial and nodulocerative basal cell carcinoma.",Treatment of selected patients with AIDS-related Kaposi's sarcoma.,02/01/2001,11/21/1988,100.0,Interferon alfa-2b (recombinant),Intron A,Schering Corporation,New Jersey,United States
aztreonam,aztreonam,"Urinary tract infection, lower respiratory tract infection, septicemia, skin & skin structure infections, intra abdominal infections, gynecological infections.",To improve respiratory symptoms in cystic fibrosis (CF) patients with Pseudomonas aeruginosa,01/11/2002,02/22/2010,100.0,aztreonam,Cayston,"Gilead Sciences, Inc.",Washington,United States
balsalazide disodium,Balsalazide disodium,Mild to moderately active ulcerative colitis.,Treatment of mildly to moderately active ulcerative colitis in patients 5 years of age and older. Safety and Effectiveness of Colazal beyond 8 weeks in children (ages 5-17) and 12 weeks in adults have not been established.,11/12/2002,12/20/2006,100.0,Balsalazide disodium,Colazal,"Salix Pharmaceuticals, Inc.",New Jersey,United States
lenalidomide,lenalidomide,In combination with dexamethasone for the treatment of multiple myeloma patients who have received at least one prior therapy.,REVLIMID in combination with dexamethasone is indicated for the treatment of patients with multiple myeloma (MM).,04/22/2008,02/17/2015,100.0,lenalidomide,Revlimid,Celgene Corporation,New Jersey,United States
ibrutinib,ibrutinib,For the treatment of adult patients with:-mantle cell lymphoma (MCL) who have recieved at least one prior therapy.-Chronic Lymphocytic leukemia (CLL) who have recieved at least one prior therapy.- Chronic lymphocytic leukemia with 17p deletion.,Treatment of patients with Marginal Zone Lymphoma (MZL) who require systemic therapy and have received at least one prior anti-CD20-based therapy (indication withdrawn),07/10/2015,01/18/2017,100.0,ibrutinib,Imbruvica,"Pharmacyclics, LLC",California,United States
lamotrigine,Lamotrigine,Add on therapy for partial and secondry generalised tonic-clonic seizures in adults not below 16 years of age.,Adjunctive treatment of Lennox-Gastaut syndrome in pediatric and adult patients.,05/14/1998,08/24/1998,100.0,Lamotrigine,Lamictal,Glaxo Wellcome Research and Development,North Carolina,United States
acyclovir + hydrocortisone,Hydrocortisone,For the early treatment of recurrent cold sores in adult patients to reduce likelihood of ulcerative cold sores and to shorten the lesion healing time.,ALKINDI® SPRINKLE is indicated as replacement therapy in pediatric patients with adrenocortical insufficiency,08/30/2011,09/29/2020,100.0,Hydrocortisone,ALKINDI® SPRINKLE,"Eton Pharmaceuticals, Inc.",Illinois,United States
tinidazole,Tinidazole,,Treatment of intestinal amebiasis and amebic liver abcess caused by E. histolytica in both adults and pediatric patients older than three years of age. It is not indicated for the treatment of asymptomatic cyst passage.,01/12/1983,05/17/2004,100.0,Tinidazole,Tindamax,"Presutti Laboratories, Inc.",Illinois,United States
nintedanib,nintedanib,For the treatment of Idiopathic Pulmonary Fibrosis (IPF).,OFEV is indicated to slow the rate of decline in pulmonary function in patients with systemic sclerosis associated interstitial lung disease (SSc-ILD).,11/03/2016,09/06/2019,100.0,nintedanib,OFEV,"Boehringer Ingelheim Pharmaceuticals, Inc.",Connecticut,United States
ruxolitinib,ruxolitinib,"For the treatment of patients with myelofibrosis including primary myelofibrosis, post-polycythemia vera myelofibrosis or post-essential thrombocythemia myelofibrosis.",Treatment of chronic graft-versus-host disease (cGVHD) after failure of one or two lines of systemic therapy in adult and pediatric patients 12 years and older,01/28/2013,09/22/2021,100.0,ruxolitinib,Jakafi,Incyte Corporation,Delaware,United States
exemestane,Exemestane,Indicated for adjuvant treatment of Post Menopausal Women with estrogen receptor positive early breast cancer who have received two-three year of tamoxifen and are switched to exemestane for completion of total of five years of adjuvant hormonal therapy.,Treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.,08/29/2009,10/21/1999,100.0,Exemestane,Aromasin,Pharmacia & Upjohn,Michigan,United States
sofosbuvir,sofosbuvir,In combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults.,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin,01/13/2015,08/28/2019,100.0,sofosbuvir,Sovaldi,"Gilead Sciences, Inc.",California,United States
imedeen + ascorbic acid + zinc,ascorbic acid,,"for the treatment of scurvy in adult and pediatric patients age 5 months and older for whom oral administrtaion is not possible, insufficient or contraindicated",08/11/2005,10/02/2017,100.0,ascorbic acid,Ascor,McGuff Pharmaceuticals Inc.,California,United States
gabapentin,gabapentin,For the treatment of neuropathic pain and as adjunctive therapy in the treatment of partial seizures with or without secondary generalisation in adults.,For the management of postherpetic neuralgia,12/15/2006,01/28/2011,100.0,gabapentin,Gralise,Golf Acquiror LLC,New Jersey,United States
midodrine hydrochloride,Midodrine HCl,For the treatment of symptomatic orthostatic hypotension.,Treatment of symptomatic orthostatic hypotension.,02/09/2016,09/06/1996,100.0,Midodrine HCl,Amatine,"Takeda Development Center Americas, Inc.",Massachusetts,United States
aripiprazole,aripiprazole,Psychiatrist only- for the treatment of schizophrenia.,Treatment of pediatric patients with Tourette's,02/23/2004,12/12/2014,100.0,aripiprazole,Abilify,Otsuka Pharmaceutical Development,New Jersey,United States
gonadorelin,Gonadorelin acetate,Control and induction prodecude in cattle and pig reproduction. Therapy of ovarian infertility disorders or dysfunctions of the reproductive organs in cattle and horses.,,06/15/2016,10/10/1989,100.0,Gonadorelin acetate,Lutrepulse,"Ferring Laboratories, Inc.",New York,United States
octreotide,Octreotide,,Supression of severe diarrhea and flushing associated with malignant carcinoid syndrome.,01/08/2005,11/25/1998,100.0,Octreotide,Sandostatin LAR,Novartis Pharmaceuticals Corporation,New Jersey,United States
ivabradine,ivabradine,For the treatment of chronic stable angina pectoris in patients with normal sinus rhythm who have a contraindication or intolerance for Beta-blockers.,"Corlanor is indicated for the treatment of stable symptomatic heart failure due to dilated cardiomyopathy (DCM) in pediatric patients aged 6 months and older, who are in sinus rhythm with an elevated heart rate.",03/07/2008,04/22/2019,100.0,ivabradine,CORLANOR,"Amgen, Inc.,",California,United States
mitoxantrone,Mitoxantrone,,"Reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose neurologic status is significantly adnormal between relapses).",01/03/1989,10/13/2000,100.0,Mitoxantrone,Novantrone,"Serono, Inc.",Massachusetts,United States
tolvaptan,tolvaptan,"For the treatment of clinically significant hypervolemic and euvolemic hyponatremia [serum sodium < 125mEq/L or less marked hyponatremia that is symptomatic and has resisted correction with fluid restriction], including patients with heart failure, cirhosÞ¡",JYNARQUE is indicated to slow kidney function decline in adults at risk of rapidly progressing autosomal dominant polycystic kidney disease (ADPKD),06/09/2012,04/23/2018,100.0,tolvaptan,Jynarque,"Otsuka Pharmaceutical Company, Ltd.",,Japan
zinc sulphate,Zinc acetate,,For maintenance treatment of patients with Wilson's disease who have been initially treated with a chelating agent.,01/09/1978,01/28/1997,100.0,Zinc acetate,Galzin,"Eton Pharmaceuticals, Inc",Illinois,United States
tadalafil,tadalafil,1.For the treatment of erectile dysfunction. 2. For the treatment of erectile dysfunction with benign prostatic hyperplasia.,Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability,02/27/2013,05/22/2009,100.0,tadalafil,Adcirca,Eli Lilly and Company,Indiana,United States
imatinib mesylate,imatinib,1. For the Treatment of Adult Patients with newly Diagnosed Philadelphia Chromosome Positive Acute Lymphoblastic Leukaemia(Ph+ALL) integrated with chemotherapy 2. Treatment of Adult patients with relapsed or refractory Ph+ALL as monotherapy 3. Treatment oÞ¡,Pediatric patients with newly diagnosed Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL) in combination with chemotherapy,11/08/2011,01/25/2013,100.0,imatinib,Gleevec,Novartis Pharmaceuticals Corporation,New Jersey,United States
fosphenytoin sodium,Fosphenytoin,"Generalized convulsive status epilepticus, prevention & treatment of seizures occurring during neurosurgery & head injury when other means of phenytoin administration are unavailable, inappropriate or less advantageous.",For the control of generalized convulsive status epilepticus.,01/10/2002,08/05/1996,100.0,Fosphenytoin,Cerebyx,Warner-Lambert Company,Michigan,United States
rifaximin,rifaximin,For Reduction in Risk of Overt Hepatic Encephalopathy (HE) Recurrence in Patients â?¥ 18 years of Age.,Reduction in the risk of overt hepatic encephalopathy (HE) recurrence in patients greater than or equal to 18 years of age,08/18/2011,03/24/2010,100.0,rifaximin,Xifaxan,"Salix Pharmaceuticals, Inc.",New Jersey,United States
dexamethasone,dexamethasone,Oncologists only- for steroid responsive neoplastic disease like leukemias and lymphomas in adults only.,HEMADY is indicated in combination with other anti-myeloma products for the treatment of adults with multiple myeloma,02/11/2004,10/03/2019,100.0,dexamethasone,Hemady,Dexcel Pharma Technologies Ltd,Haifa District,Israel
bendamustine hydrochloride,bendamustine hydrochloride,For the treatment of patients with chronic lymphocytic leukemia.,Treatment of Indolent B-cell non-Hodgkin lymphoma (NHL) that has progressed during or within six months of treatment with rituximab or a rituximab-containing regimen.,05/19/2009,10/31/2008,100.0,bendamustine hydrochloride,Treanda,"Cephalon, Inc.",Pennsylvania,United States
ambrisentan,ambrisentan,For the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.,Treatment of pulmonary arterial hypertension (WHO group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening,05/28/2010,06/15/2007,100.0,ambrisentan,Letairis,Gilead Colorado,Colorado,United States
etanercept,etanercept,Reduction of signs & symptoms of moderate to severe active rheumatoid arthritis in patients who have had an inadequate response to one or more disease modifying antirheumatic drugs,Reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis (JIA) in patients ages 2 and older,07/12/2001,05/27/1999,100.0,etanercept,Enbrel,Immunex Corporation,California,United States
abatacept,abatacept,For reducing signs and symptoms of moderately to severly active polyarticular juvenile idiopathic arthritis/juvenile rheumatoid arthritis in pediatric patients 6 years of age and older who have had an inadequate response to one or more DMARD's such as MTXÞ¡,"prophylaxis of acute graft versus host disease (aGVHD), in combination with a calcineurin inhibitor and methotrexate, in adults and pediatric patients 2 years of age and older undergoing hematopoietic stem cell transplantation (HSCT) from a matched or 1 allele-mismatched unrelated-donor",10/04/2009,12/15/2021,100.0,abatacept,Orencia,Bristol-Myers Squibb Co.,New Jersey,United States
amphotericin b,Amphotericin B lipid complex,Febrile Neutropenia in cancer patients.,Treatment of invasive fungal infections in patients who are refractory to or intolerant of conventional amphotericin B therapy.,07/18/2009,10/18/1996,100.0,Amphotericin B lipid complex,Abelcet,"Liposome Company, Inc.",New Jersey,United States
posaconazole,posaconazole,"Zygomycosis in patients with disease refractory to other therapy, or patients who are intolerant of other therapy.",Treatment of invasive aspergillosis in adults and pediatric patients 13 years of age and older,12/20/2011,06/17/2021,100.0,posaconazole,Noxafil,Merck Sharp & Dohme LLC,New Jersey,United States
decitabine,decitabine,"For treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes(refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia wÞ¡","for treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes (refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, refractory anemia with excess blasts in transformation, and chronic myelomonocytic leukemia) and intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups",04/28/2009,05/02/2006,100.0,decitabine,Dacogen,Otsuka Pharmaceutical Development,New Jersey,United States
acetyl cysteine,acetylcysteine,"Indicated the relief of Dry eye symptoms associated with defecient tear secretion, impaired or abnormal mucus Production.","For the use of Acetadote(registered TM) Injection, administered intravenously within 8 to 10 hours after ingestion of a potentially heptotoxic quantity of acetaminophen, to prevent or lessen hepatic injur",12/14/2010,01/23/2004,96.55172413793103,acetylcysteine,Acetadote,"Cumberland Pharmaceuticals, Inc.",Tennessee,United States
cyclosporin,cyclosporine,For treatment of moderate to severe dry eye syndrome (keratoconjunctivitis sicca),Treatment of vernal keratoconjunctivitis (VKC) in children and adults,10/03/2003,06/23/2021,95.65217391304348,cyclosporine,Verkazia,"Harrow Eye, LLC",Tennessee,United States
cinacalet,cinacalcet,For the treatment of secondary hyperparathyroidism in patients with chronic kidney diseases (CKD) on dialysis and for hypercalcemia in patients with parathyroid carcinoma.,Treatment of hypercalcemia in patients with parathyroid carcinoma,01/16/2009,03/08/2004,94.73684210526316,cinacalcet,Sensipar,"Amgen, Inc.",California,United States
levodopa + carbidopa,levodopa and carbidopa,Parkinsonism-for the treatment of Parkinson's disease.,Treatment of motor flucuations in patients with advanced Parkinson's disease,01/12/1983,01/09/2015,94.73684210526315,levodopa and carbidopa,Duopa,"AbbVie, Inc.",Illinois,United States
peg-interferon alfa-2a,peginterferon alfa-2b,"For treatment of multiple myeloma kaposi's sarcoma in AIDS patients with malignant neoplasia, hairy cell leukemia, chronic myelogenous leukemia, chronic active hep.B & C",Adjuvant treatment of melanoma with microscopic or gross nodal involvement within 84 days of definitive surgical resection including complete lymphadenectomy,03/13/2003,03/29/2011,93.02325581395348,peginterferon alfa-2b,Sylatron,"Merck, Sharpe & Dohme Corp.",New Jersey,United States
clofazemine,Clofazimine,Anti-leprosy drug.,,01/09/1969,12/15/1986,90.9090909090909,Clofazimine,Lamprene,Novartis Pharmaceutical Corporation,New Jersey,United States
hydroxycobalamine,Hydroxocobalamin,"Same as vitamin B12 quicker, higher & prolonged blood .",Treatment on known or suspected cyanide poisoning,01/07/2061,12/15/2006,90.9090909090909,Hydroxocobalamin,Cyanokit,"SERB, S.A.",Brussels,Belgium
deflazocort,deflazacort,"By specialists only- for the treatment of asthma, rheumatoid arthritis when glucocorticosteroid therapy is warranted.",Treatment of Duchenne Muscular Dystrophy in patients 5 years of age and older,02/11/2004,02/09/2017,90.9090909090909,deflazacort,Emflaza,"PTC Therapeutics, Inc.",New Jersey,United States
armodafinil,Modafinil,"To improve wakefulness in patients with excessive sleepiness associated with treated obstructive sleep apnea (OSA), shift work sleep disorder (SWD) or narcolepsy.",Improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy.,04/23/2010,12/24/1998,90.0,Modafinil,Provigil,"Cephalon, Inc.",Pennsylvania,United States
rifampicin,Rifampin,,,01/09/1971,05/25/1989,88.88888888888889,Rifampin,Rifadin I.V.,Hoechst Marion Roussel,Missouri,United States
idaravone,edaravone,"For improvement of neurologic symptoms, disorders of activitis of daily living and functional disorder associated with acute ischemic stroke.",Treatment of amyotrophic lateral sclerosis (ALS),07/26/2007,05/12/2022,88.88888888888889,edaravone,Radicava ORS,Mitsubishi Tanabe Pharma Corporation,,Japan
dexfenfluramine hydrochloride,fenfluramine,"Anti obesity drug- Indicated in association with diet in the treatment of uncomplicated obesity, complicated obesity in adults, of refractory obesity, and of obesity involving disorders of dietary behaviour (carbohydrate compulsion).",Treatment of seizures associated with Lennox-Gastaut syndrome (LGS) in patients 2 years of age and older,06/22/1992,03/25/2022,88.88888888888889,fenfluramine,Fintepla,"UCB, Inc.",Georgia,United States
r-hu-coagulation factor vii,Coagulation factor VIIa (recombinant),Treatment of bleeding episodes and prevention of excessive bleeding associated with surgery in patients with inherited or acquired hemophilia with inhibitors to coagulation factor VIII or IX,Prevention of bleeding in surgical interventions or invasive procedures in hemophilia A or B patients with inhibitors to Factor VIII or Factor IX,01/14/2003,08/12/2005,88.0,Coagulation factor VIIa (recombinant),NovoSeven,"Novo Nordisk, Inc.",New Jersey,United States
bumetanide + potassium chloride,Urocit-K,,,01/02/1983,08/30/1985,87.5,Potassium citrate,Urocit-K,University of Texas Health Science Center at Dallas,Texas,United States
interferon alpha-2b + ribavirin,Roferon A,,Treatment of chronic myelogenous leukemia.,08/28/2001,10/19/1995,87.5,Interferon alfa-2a,Roferon A,"Hoffmann-La Roche, Inc.",New Jersey,United States
rosiglitazone + metofmin hydrochloride,Metrodin,As approved,,08/02/2007,09/18/1986,87.5,Urofollitropin,Metrodin,"EMD Serono, Inc.",Massachusetts,United States
flucortolone & flucortolone caproate,Retisert,"Acute & chronic eczema, allergic dermatosis.",Treatment of chronic non-infectious uveitis affecting the posterior segment of the eye,01/07/2068,04/08/2005,87.5,Fluocinolone,Retisert,"Bausch & Lomb Pharmaceuticals, Inc.",Florida,United States
glucosamine sulphate potassium chloride + ibuprofen,NutreStore,For the treatment of adult patients with osteoarthritis of knee and/or hip joints.,Treatment of short bowel syndrome in patients receiving specialized nutritional support when used in conjunction with a recombinant human growth hormone that is approved for this indication.,03/11/2009,06/10/2004,87.5,Glutamine,NutreStore,"Emmaus Medical, Inc.",California,United States
propranolol + hydrallazine,HEMANGEOL,,Treatment of proliferating infantile hemangioma requiring systemic therapy.,01/02/1980,03/14/2014,87.5,propranolol,HEMANGEOL,Pierre Fabre Dermatologie,New Jersey,United States
quinin sulphate & doxycycline,,For the treatment of P. Falciparam malaria in adults.,Treatment of uncomplicated Plasmodium falciparum malaria,10/08/2006,08/12/2005,87.5,quinine Sulfate,,"AR Holding Company, Inc.",Pennsylvania,United States
clonidine hydrochloride + hydrochlorthiazide,Duraclon,Antihypertensive agent- indicated in the treatment of hypertension.,In combination with opiates for the treatment of severe pain in cancer patients that is not adequately relieved by opioid analgesics alone.,01/07/1975,10/02/1996,87.5,Clonidine,Duraclon,"Roxane Laboratories, Inc.",Ohio,United States
tenofovir disoproxil fumarate + lamivudine,Viread,For the treatment of adult patients with HIV infection.,Treatment of HIV infection in combination with other antiretroviral agents in patients 12 to less than 18 years of age,07/01/2008,03/24/2010,87.5,tenofovir,Viread,"Gilead Sciences, Inc.",California,United States
