Drug_Name_CDSCO,Drug_Name_FDA,Indication_CDSCO,Indication_FDA,CDSCO_Approval_Date,FDA_Marketing_Approval_Date,Match_Score,FDA_Generic_Name,FDA_Trade_Name,FDA_Sponsor_Company,FDA_Sponsor_State,FDA_Sponsor_Country
eltrombopag olamine,eltrombopag,"Indicated in patients with chronic hepatitis C virus (HCV) infection for the treatment of thrombocytopenia to: Enable the initiation of interferon based therapy, optimise interferon based therapy.",Treatment of patients with severe aplastic anemia who have had an insufficient response to immunosuppressive therapy.,07/04/2014,08/26/2014,100.0,eltrombopag,Promacta,Novartis Pharmaceuticals Corp.,New Jersey,United States
metronidazole benzoate,Metronidazole (topical),,,01/08/1976,11/22/1988,100.0,Metronidazole (topical),Metrogel,"Galderma Laboratories, Inc.",Texas,United States
midazolam,midazolam,Anaesthetic general-For preoperative sedation for conscious sedation prior to short diagnostic or endoscopic procedure and for induction of general anaesthesia prior to administration of another anaesthetic agent.,"NAYZILAM is indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patient¿s usual seizure pattern in patients with epilepsy 12 years of age and older.",04/15/1997,05/17/2019,100.0,midazolam,NAYZILAM,"UCB, Inc.",Georgia,United States
tacrolimus,Tacrolimus,For dermatologists-For treatment of patients with moderate to severe atopic dermatitis in whom the use of alternative convetional therapy is advisable.,Prophylaxis of organ rejection in patients receiving allogenic heart transplants.,07/03/2003,03/29/2006,100.0,Tacrolimus,Prograf,"Astellas Pharma US, Inc.",Illinois,United States
tretinoin,Tretinoin,,Induction of remission in patients with acute promyelocytic leukemia who are refractory to or unable to tolerate anthracycline based cytotoxic chemotherapeutic regimens.,01/07/1974,11/22/1995,100.0,Tretinoin,Vesanoid,"Hoffmann-La Roche, Inc.",New Jersey,United States
ethamsylate + tranexamic acid,tranexamic acid,"By RMP- for the treatment of abnormal blood loss due to menorrhagia, local fibrinolysis and intra operative/post operative hemorrhage.",Treatment of patients with hemophilia for short term use (2 to 8 days) before and after tooth extraction to reduce or prevent hemorrhage abd reduce the need for replacement therapy,12/29/2004,12/30/1986,100.0,tranexamic acid,Cyklokapron,Pharmacia Inc.,Ohio,United States
sorafenib,Sorafenib,For the treatment of patients with advanced renal cell carcinoma.,Treatment of unresectable hepatocellular carcinoma,01/08/2007,11/16/2007,100.0,Sorafenib,Nexavar,Bayer Pharmaceuticals Corporation,Connecticut,United States
everolimus,everolimus,Treatment of advance renal cell carcinoma.,"Treatment of progressive neuroendocrine tumors of pancreatic origin (PNET) in patients with unresectable, locally advanced or metastatic disease.",05/16/2009,05/05/2011,100.0,everolimus,Afinitor,Novartis Pharmaceuticals Corp.,New Jersey,United States
rosuvastatin calcium,rosuvastatin,Risk reduction of MI stroke and arterial evascularisation procedure in patients without clinically evident CHD but with multiple risk factor.,"An adjunct to diet to reduce LDL-C, Total-C, nonHDL-C and ApoB in children and adolescents 7 to 17 years of age with homozygous familial hypercholesterolemia, either alone or with other lipid-lowering treatments (e.g., LDL apheresis).",05/24/2010,05/27/2016,100.0,rosuvastatin,Crestor,"iPR Pharmaceuticals, Inc.",Maryland,United States
bortezomib,bortezomib,For the treatment of patients with mantle cell lymphoma who have received at least one prior therapy.,Treatment of multiple myeloma patients who have received at least two prior therapies and have demonstrated disease progression on the last therapy,05/09/2007,05/13/2003,100.0,bortezomib,Velcade,"Takeda Pharmaceuticals U.S.A., Inc.",Massachusetts,United States
dasatinib,dasatinib,For the treatment of adults with chronic accelerated or myeloid or lymphoid blast phase chronic myeloid leukemai (CML).,Treatment of pediatric patients with Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in chronic phase,08/30/2006,11/09/2017,100.0,dasatinib,Sprycel,Bristol-Myers Squibb Company,New Jersey,United States
amiodarone hydrochloride,Amiodarone HCl,"In the treatment of control of ventricular and supraventricular arrhythmia where other drug cannot be used, arrhythmia associated with wolf-white syndrome.",For initiation of treatment and prophylaxis of frequently recurring ventricular fibrillation and hemodynamically unstable ventricular tachycardia in patients refractory to other therapy.,01/04/1990,08/03/1995,100.0,Amiodarone HCl,Cordarone,Wyeth-Ayerst Laboratories,Pennsylvania,United States
bedaquiline,bedaquiline,"In adults (â?¥ 18 years), as part of combination therapy of pulmonary tuberculosis due to multi-drug resistant Mycobacterium tuberculosis when an effective treatment regimen cannot otherwise be provided.",Part of combination therapy in adults (greater than or equal to 18 years) with pulmonary multi-drug resistant tuberculosis (MDR-TB).,01/14/2015,12/28/2012,100.0,bedaquiline,SIRTURO,"Janssen Research & Development, LLC",New Jersey,United States
aztreonam,aztreonam,"Urinary tract infection, lower respiratory tract infection, septicemia, skin & skin structure infections, intra abdominal infections, gynecological infections.",To improve respiratory symptoms in cystic fibrosis (CF) patients with Pseudomonas aeruginosa,01/11/2002,02/22/2010,100.0,aztreonam,Cayston,"Gilead Sciences, Inc.",Washington,United States
trabectedin,trabectedin,"For the treatment of patients with advanced soft tissue sarcoma, after failure of anthracyclines and ifosfamide, or who are unsuited to recieve these agents.",For the treatment of patients with unresectable or metastatic liposarcoma or leiomyosarcoma who received a prior anthracycline-containing regimen,01/04/2009,10/23/2015,100.0,trabectedin,Yondelis,"Janssen Research & Development, LLC",New Jersey,United States
albendazole,Albendazole,For the treatment of systemic helminth infections 1. Neurocysticerosis 2. Echinococcosis,"Treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, Taenia solium.",11/28/2011,06/11/1996,100.0,Albendazole,Albenza,"Impax Laboratories, LLC",New Jersey,United States
ofloxacin,Ofloxacin,"Indicated in RTI, UTI, gynaecological infection, skin/soft lesion infection.",Treatment of bacterial corneal ulcers.,01/05/1991,05/22/1996,100.0,Ofloxacin,Ocuflox Ophthalmic Solution,"Allergan, Inc.",California,United States
ruxolitinib,ruxolitinib,"For the treatment of patients with myelofibrosis including primary myelofibrosis, post-polycythemia vera myelofibrosis or post-essential thrombocythemia myelofibrosis.",Treatment of chronic graft-versus-host disease (cGVHD) after failure of one or two lines of systemic therapy in adult and pediatric patients 12 years and older,01/28/2013,09/22/2021,100.0,ruxolitinib,Jakafi,Incyte Corporation,Delaware,United States
sofosbuvir,sofosbuvir,In combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults.,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin,01/13/2015,08/28/2019,100.0,sofosbuvir,Sovaldi,"Gilead Sciences, Inc.",California,United States
aripiprazole,aripiprazole,Psychiatrist only- for the treatment of schizophrenia.,Treatment of pediatric patients with Tourette's,02/23/2004,12/12/2014,100.0,aripiprazole,Abilify,Otsuka Pharmaceutical Development,New Jersey,United States
gonadorelin,Gonadorelin acetate,Control and induction prodecude in cattle and pig reproduction. Therapy of ovarian infertility disorders or dysfunctions of the reproductive organs in cattle and horses.,,06/15/2016,10/10/1989,100.0,Gonadorelin acetate,Lutrepulse,"Ferring Laboratories, Inc.",New York,United States
mitoxantrone,Mitoxantrone,,"Reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose neurologic status is significantly adnormal between relapses).",01/03/1989,10/13/2000,100.0,Mitoxantrone,Novantrone,"Serono, Inc.",Massachusetts,United States
tinidazole,Tinidazole,,Treatment of intestinal amebiasis and amebic liver abcess caused by E. histolytica in both adults and pediatric patients older than three years of age. It is not indicated for the treatment of asymptomatic cyst passage.,01/12/1983,05/17/2004,100.0,Tinidazole,Tindamax,"Presutti Laboratories, Inc.",Illinois,United States
imatinib mesylate,imatinib,1. For the Treatment of Adult Patients with newly Diagnosed Philadelphia Chromosome Positive Acute Lymphoblastic Leukaemia(Ph+ALL) integrated with chemotherapy 2. Treatment of Adult patients with relapsed or refractory Ph+ALL as monotherapy 3. Treatment oÞ¡,Pediatric patients with newly diagnosed Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL) in combination with chemotherapy,11/08/2011,01/25/2013,100.0,imatinib,Gleevec,Novartis Pharmaceuticals Corporation,New Jersey,United States
rifaximin,rifaximin,For Reduction in Risk of Overt Hepatic Encephalopathy (HE) Recurrence in Patients â?¥ 18 years of Age.,Reduction in the risk of overt hepatic encephalopathy (HE) recurrence in patients greater than or equal to 18 years of age,08/18/2011,03/24/2010,100.0,rifaximin,Xifaxan,"Salix Pharmaceuticals, Inc.",New Jersey,United States
dexamethasone,dexamethasone,Oncologists only- for steroid responsive neoplastic disease like leukemias and lymphomas in adults only.,HEMADY is indicated in combination with other anti-myeloma products for the treatment of adults with multiple myeloma,02/11/2004,10/03/2019,100.0,dexamethasone,Hemady,Dexcel Pharma Technologies Ltd,Haifa District,Israel
etanercept,etanercept,Reduction of signs & symptoms of moderate to severe active rheumatoid arthritis in patients who have had an inadequate response to one or more disease modifying antirheumatic drugs,Reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis (JIA) in patients ages 2 and older,07/12/2001,05/27/1999,100.0,etanercept,Enbrel,Immunex Corporation,California,United States
abatacept,abatacept,For reducing signs and symptoms of moderately to severly active polyarticular juvenile idiopathic arthritis/juvenile rheumatoid arthritis in pediatric patients 6 years of age and older who have had an inadequate response to one or more DMARD's such as MTXÞ¡,"prophylaxis of acute graft versus host disease (aGVHD), in combination with a calcineurin inhibitor and methotrexate, in adults and pediatric patients 2 years of age and older undergoing hematopoietic stem cell transplantation (HSCT) from a matched or 1 allele-mismatched unrelated-donor",10/04/2009,12/15/2021,100.0,abatacept,Orencia,Bristol-Myers Squibb Co.,New Jersey,United States
acyclovir + hydrocortisone,Hydrocortisone,For the early treatment of recurrent cold sores in adult patients to reduce likelihood of ulcerative cold sores and to shorten the lesion healing time.,ALKINDI® SPRINKLE is indicated as replacement therapy in pediatric patients with adrenocortical insufficiency,08/30/2011,09/29/2020,100.0,Hydrocortisone,ALKINDI® SPRINKLE,"Eton Pharmaceuticals, Inc.",Illinois,United States
afatinib,afatinib,For â??treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with Epidermal Growth Factor Receptor (EGFR) mutationâ?�,GILOTRIF is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations as detected by an FDA-approved test.,12/30/2014,01/12/2018,100.0,afatinib,Gilotrif,"Boehringer Ingelheim Pharmaceuticals, Inc.",Connecticut,United States
etidronate disodium,Etidronate disodium,Hypercalcemia induced by various malignant disorders.,,10/03/1995,04/21/1987,100.0,Etidronate disodium,Didronel,"MGI Pharma, Inc.",Minnesota,United States
ibuprofen,Ibuprofen lysine,,"For closure of a clinically significant patent ductus arteriosus in premature infants weighing between 500 and 1500 g, who are no more than 32 weeks gestational age when usual medical management (e.g., fluid restriction, diuretics, respiratory support, etc.) is ineffective",01/04/1979,04/13/2006,100.0,Ibuprofen lysine,NeoProfen,"Lundbeck, Inc.",Illinois,United States
pentosan polysulfate sodium,Pentosan polysulfate sodium,For the relief of bladder pain or discomfort associated with interstitial cystitis.,Relief of bladder pain or discomfort associated with interstitial cystitis.,11/05/2010,09/26/1996,100.0,Pentosan polysulfate sodium,Elmiron,Alza Corporation,California,United States
deflazacort,deflazacort,"For asthma, rheumatoid arthritis when glucocorticosteriod therapy is warranted.",Treatment of Duchenne Muscular Dystrophy in patients 5 years of age and older,11/11/2005,02/09/2017,100.0,deflazacort,Emflaza,"PTC Therapeutics, Inc.",New Jersey,United States
ivabradine,ivabradine,For the treatment of chronic stable angina pectoris in patients with normal sinus rhythm who have a contraindication or intolerance for Beta-blockers.,"Corlanor is indicated for the treatment of stable symptomatic heart failure due to dilated cardiomyopathy (DCM) in pediatric patients aged 6 months and older, who are in sinus rhythm with an elevated heart rate.",03/07/2008,04/22/2019,100.0,ivabradine,CORLANOR,"Amgen, Inc.,",California,United States
irinotecan hydrochloride trihydrate,irinotecan liposome injection,For the treatment of metastatic colorectal cancer.,"in combination with oxaliplatin, fluorouracil and leucovorin for the first-line treatment of adult patients with metastatic pancreatic adenocarcinoma",08/31/2010,02/13/2024,100.0,irinotecan liposome injection,Onivyde,"Ipsen Biopharmaceuticals, Inc.",Massachusetts,United States
ribavirin,ribavirin,"Additional indication: 24 week treatment regimen in the subgroup of hepatitis-C (genotype-1) low viral load, patients, who are HCV RNA negative of 4 weeks treatment.",Treatment of chronic hepatitis C among previously untreated pediatric patients at least three years of age or older.,01/11/2006,07/29/2003,100.0,ribavirin,REBETOL,Schering Corporation,New Jersey,United States
fenfluramine hydrochloride,fenfluramine,,Treatment of seizures associated with Lennox-Gastaut syndrome (LGS) in patients 2 years of age and older,09/07/1993,03/25/2022,100.0,fenfluramine,Fintepla,"UCB, Inc.",Georgia,United States
exemestane,Exemestane,Indicated for adjuvant treatment of Post Menopausal Women with estrogen receptor positive early breast cancer who have received two-three year of tamoxifen and are switched to exemestane for completion of total of five years of adjuvant hormonal therapy.,Treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.,08/29/2009,10/21/1999,100.0,Exemestane,Aromasin,Pharmacia & Upjohn,Michigan,United States
gabapentin,gabapentin,For the treatment of neuropathic pain and as adjunctive therapy in the treatment of partial seizures with or without secondary generalisation in adults.,For the management of postherpetic neuralgia,12/15/2006,01/28/2011,100.0,gabapentin,Gralise,Golf Acquiror LLC,New Jersey,United States
midodrine hydrochloride,Midodrine HCl,For the treatment of symptomatic orthostatic hypotension.,Treatment of symptomatic orthostatic hypotension.,02/09/2016,09/06/1996,100.0,Midodrine HCl,Amatine,"Takeda Development Center Americas, Inc.",Massachusetts,United States
octreotide,Octreotide,,Supression of severe diarrhea and flushing associated with malignant carcinoid syndrome.,01/08/2005,11/25/1998,100.0,Octreotide,Sandostatin LAR,Novartis Pharmaceuticals Corporation,New Jersey,United States
mesna,Mesna,Urotoxic agent- for prevention of urotoxic side effects associated with the treatment of malignant tumours by oxazaphosphorines.,,01/12/1981,12/30/1988,100.0,Mesna,Mesnex,Degussa Corporation,New Jersey,United States
tolvaptan,tolvaptan,"For the treatment of clinically significant hypervolemic and euvolemic hyponatremia [serum sodium < 125mEq/L or less marked hyponatremia that is symptomatic and has resisted correction with fluid restriction], including patients with heart failure, cirhosÞ¡",JYNARQUE is indicated to slow kidney function decline in adults at risk of rapidly progressing autosomal dominant polycystic kidney disease (ADPKD),06/09/2012,04/23/2018,100.0,tolvaptan,Jynarque,"Otsuka Pharmaceutical Company, Ltd.",,Japan
nimodipine,nimodipine,"In the treatment and prevention of ischaemic neurological deficit occuring due to arterial spasm, following sub arachnoid haemorrhage.","Improvement of neurological outcome by reducing the incidence and severity of ischemic deficits in adult patients with subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms regardless of their post-ictus neurological condition (i.e., Hunt and Hess Grades I-V).",08/31/1992,05/10/2013,100.0,nimodipine,NYMALIZE,"Arbor Pharmaceuticals, Inc.",Georgia,United States
tadalafil,tadalafil,1.For the treatment of erectile dysfunction. 2. For the treatment of erectile dysfunction with benign prostatic hyperplasia.,Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability,02/27/2013,05/22/2009,100.0,tadalafil,Adcirca,Eli Lilly and Company,Indiana,United States
vemurafenib,vemurafenib,For the treatment of patients with unresectable or metastatic melanoma with BRAFV600E mutation as detected by an FDA-approved test. Vemurafenib is not recommended for use in patients with wild-type BRAF melanoma.,Treatment of unresectable or metastatic melanoma with the BRAFV600E mutation as detected by an FDA-approved test.,10/19/2012,08/17/2011,100.0,vemurafenib,Zelboraf,"Hoffmann-La Roche, Inc.",New Jersey,United States
leuprolide acetate,Leuprolide acetate,For children in central precocious puberty.,treatment of pediatric patients with central precocious puberty (CPP),10/08/2006,04/14/2023,100.0,Leuprolide acetate,Lupron Depot-Ped,AbbVie Endocrine Inc.,Illinois,United States
nilotinib,nilotinib,For the treatment of chronic and accelerated phase Philadelphia chromosome positive chronic myelogenous leukemia (CML) in adult patients resistant to or intolerant to prior therapy that included imatinib.,Treatment of pediatric patients greater than or equal to 1 year of age with chronic phase and accelerated phase Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) with resistance or intolerance to prior tyrosine-kinase inhibitor (TKI) therapy,07/14/2010,09/23/2021,100.0,nilotinib,Tasigna,Novartis Pharmaceuticals Corporation,New Jersey,United States
zinc sulphate,Zinc acetate,,For maintenance treatment of patients with Wilson's disease who have been initially treated with a chelating agent.,01/09/1978,01/28/1997,100.0,Zinc acetate,Galzin,"Eton Pharmaceuticals, Inc",Illinois,United States
lidocaine,Lidocaine patch 5%,For the relief of pain associated with post-herpetic neuralgia. It should be applied only to intact skin.,,06/17/2010,03/19/1999,100.0,Lidocaine patch 5%,Lidoderm Patch,"Teikoku Pharma USA, Inc.",California,United States
doxorubicin hydrochloride,doxorubicin HCL liposome injection,"For additional indication; in the treatment of metastatic breast cancer, where there is an increased cardiac risk.",For use in combination with bortezomib for the treatment of patients with multiple myeloma who have not previously received bortezomib and have at least one prior therapy.,01/04/2005,05/17/2007,100.0,doxorubicin HCL liposome injection,Doxil,Johnson & Johnson Pharmaceutical Research & Dev.,,United States
fludarabine,Fludarabine phosphate,"For additional indication; for the treatment of V-cell chronic lymphocytic leukaemia (CLL) in patients with sufficient bone marrow, first time treatment with fludarabine oral should only be initiated in patients with adv.disease rai stages III/IV (Binet sÞ¡",,01/04/2005,04/18/1991,100.0,Fludarabine phosphate,Fludara,"Berlex Laboratories, Inc.",California,United States
aprotinin,Aprotinin,,,05/27/2005,12/29/1993,100.0,Aprotinin,Trasylol,Bayer Corporation,Connecticut,United States
ibrutinib,ibrutinib,For the treatment of adult patients with:-mantle cell lymphoma (MCL) who have recieved at least one prior therapy.-Chronic Lymphocytic leukemia (CLL) who have recieved at least one prior therapy.- Chronic lymphocytic leukemia with 17p deletion.,Treatment of patients with Marginal Zone Lymphoma (MZL) who require systemic therapy and have received at least one prior anti-CD20-based therapy (indication withdrawn),07/10/2015,01/18/2017,100.0,ibrutinib,Imbruvica,"Pharmacyclics, LLC",California,United States
lamotrigine,Lamotrigine,Add on therapy for partial and secondry generalised tonic-clonic seizures in adults not below 16 years of age.,Adjunctive treatment of Lennox-Gastaut syndrome in pediatric and adult patients.,05/14/1998,08/24/1998,100.0,Lamotrigine,Lamictal,Glaxo Wellcome Research and Development,North Carolina,United States
selegiline hydrochloride,Selegiline HCl,Parkinsonism- Indicated in the treatment of Parkinson's disease.,,01/08/1991,06/05/1989,100.0,Selegiline HCl,Eldepryl,"Somerset Pharmaceuticals, Inc.",New Jersey,United States
posaconazole,posaconazole,"Zygomycosis in patients with disease refractory to other therapy, or patients who are intolerant of other therapy.",Treatment of invasive aspergillosis in adults and pediatric patients 13 years of age and older,12/20/2011,06/17/2021,100.0,posaconazole,Noxafil,Merck Sharp & Dohme LLC,New Jersey,United States
amphotericin b,Amphotericin B lipid complex,For invasive fungal infection in patients who are refractory to or intolerant of conventional amphotericin B therapy.,Treatment of invasive fungal infections in patients who are refractory to or intolerant of conventional amphotericin B therapy.,03/06/2008,10/18/1996,100.0,Amphotericin B lipid complex,Abelcet,"Liposome Company, Inc.",New Jersey,United States
ambrisentan,ambrisentan,For the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.,Treatment of pulmonary arterial hypertension (WHO group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening,05/28/2010,06/15/2007,100.0,ambrisentan,Letairis,Gilead Colorado,Colorado,United States
calcium + magnesium,Calcium acetate,"For the treatment of milk fever, hypocalcaemia tetanies and disorders of calcium metabolism in dairy cattle.",,09/16/2008,12/10/1990,100.0,Calcium acetate,Phos-Lo,Fresenius Medical Care North America,Massachusetts,United States
acetyl cysteine,acetylcysteine,"Indicated the relief of Dry eye symptoms associated with defecient tear secretion, impaired or abnormal mucus Production.","For the use of Acetadote(registered TM) Injection, administered intravenously within 8 to 10 hours after ingestion of a potentially heptotoxic quantity of acetaminophen, to prevent or lessen hepatic injur",12/14/2010,01/23/2004,96.55172413793103,acetylcysteine,Acetadote,"Cumberland Pharmaceuticals, Inc.",Tennessee,United States
buprenorphine + naloxone,buprenorphine in combination with naloxone,For opioid dependence.,Treatment of opioid dependence in patients 16 years of age or older,06/04/2005,10/08/2002,95.65217391304348,buprenorphine in combination with naloxone,Suboxone,"Indivior, Inc.",Virginia,United States
cyclosporin,cyclosporine,For treatment of moderate to severe dry eye syndrome (keratoconjunctivitis sicca),Treatment of vernal keratoconjunctivitis (VKC) in children and adults,10/03/2003,06/23/2021,95.65217391304348,cyclosporine,Verkazia,"Harrow Eye, LLC",Tennessee,United States
botulinum toxin type-a,botulinum toxin type A,Additional indication- adult spasticity.,BOTOX is indicated for the treatment of upper limb spasticity in pediatric patients 2 to 17 years of age.,06/26/2005,06/20/2019,95.45454545454545,botulinum toxin type A,Botox,"Allergan, Inc.",California,United States
clindamycin phosphate & clindamycin hydrochloride,Idamycin,Prophylaxis of infection in neck and head surgery.,,02/05/2009,09/27/1990,95.0,Idarubicin HCl for injection,Idamycin,"Adria Laboratories, Inc.",Ohio,United States
cinacalet,cinacalcet,For the treatment of secondary hyperparathyroidism in patients with chronic kidney diseases (CKD) on dialysis and for hypercalcemia in patients with parathyroid carcinoma.,Treatment of hypercalcemia in patients with parathyroid carcinoma,01/16/2009,03/08/2004,94.73684210526316,cinacalcet,Sensipar,"Amgen, Inc.",California,United States
levodopa + carbidopa,levodopa and carbidopa,Parkinsonism-for the treatment of Parkinson's disease.,Treatment of motor flucuations in patients with advanced Parkinson's disease,01/12/1983,01/09/2015,94.73684210526315,levodopa and carbidopa,Duopa,"AbbVie, Inc.",Illinois,United States
clonidin hydrochloride,Clonidine,Antihypertensive agent- indicated in the treatment of hypertension.,In combination with opiates for the treatment of severe pain in cancer patients that is not adequately relieved by opioid analgesics alone.,01/07/1975,10/02/1996,94.11764705882354,Clonidine,Duraclon,"Roxane Laboratories, Inc.",Ohio,United States
peg-interferon alfa-2a,peginterferon alfa-2b,"For treatment of multiple myeloma kaposi's sarcoma in AIDS patients with malignant neoplasia, hairy cell leukemia, chronic myelogenous leukemia, chronic active hep.B & C",Adjuvant treatment of melanoma with microscopic or gross nodal involvement within 84 days of definitive surgical resection including complete lymphadenectomy,03/13/2003,03/29/2011,93.02325581395348,peginterferon alfa-2b,Sylatron,"Merck, Sharpe & Dohme Corp.",New Jersey,United States
ledipasvir + sofosbuvir,ledipasvir/sofosbuvir,For the treatment of chronic hepatitis C (CHC) genotype 1 infection in adults.,"Treatment of pediatric patients 12 years of age and older or weighing at least 35 kg with chronic hepatitis C virus genotype 1, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis",08/12/2015,04/07/2017,90.9090909090909,ledipasvir/sofosbuvir,Harvoni,"Gilead Sciences, Inc.",California,United States
propranalol hydrochloride,propranolol,,Treatment of proliferating infantile hemangioma requiring systemic therapy.,01/11/1971,03/14/2014,90.9090909090909,propranolol,HEMANGEOL,Pierre Fabre Dermatologie,New Jersey,United States
clofazemine,Clofazimine,Anti-leprosy drug.,,01/09/1969,12/15/1986,90.9090909090909,Clofazimine,Lamprene,Novartis Pharmaceutical Corporation,New Jersey,United States
pyrazinamide,Rifater,Anti-tuberculosis.,Short-course treatment of tuberculosis.,01/09/2064,05/31/1994,90.0,"Rifampin, isoniazid, pyrazinamide",Rifater,Hoechst Marion Roussel,Missouri,United States
carmustine,Gliadel,1) In newly diagnosed high-grade malignant glioma patients as an adjunct to surgery and radiation. 2) In recurrent glioblastoma multiforme patients as an adjunct to surgery.,As an adjunct to surgery to prolong survival in patients with recurrent glioblastoma multiforme for whom surgical resection is indicated,01/31/2008,09/23/1996,90.0,polifeprosan 20 with carmustine,Gliadel,"Guilford Pharmaceuticals, Inc.",Maryland,United States
armodafinil,Modafinil,"To improve wakefulness in patients with excessive sleepiness associated with treated obstructive sleep apnea (OSA), shift work sleep disorder (SWD) or narcolepsy.",Improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy.,04/23/2010,12/24/1998,90.0,Modafinil,Provigil,"Cephalon, Inc.",Pennsylvania,United States
colfosceril palmitate,Exosurf Neonatal for Intratracheal Suspension,"New born babies with birth weight of 700gm or greater, undergoing mechanical ventilation of respiratory distress syndrome, whose heart rate and arterial oxygenation are continuously monitored.","Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages",01/12/1993,08/02/1990,90.0,"Colfosceril palmitate, cetyl alcohol, tyloxapol",Exosurf Neonatal for Intratracheal Suspension,Glaxo Wellcome Inc.,North Carolina,United States
bleomycin-s,Bleomycin sulfate,For malignant skin tumour,Treatment of malignant pleural effusion.,11/10/1999,02/20/1996,90.0,Bleomycin sulfate,Blenoxane,Bristol-Myers Squibb Pharmaceutical Research Institute,New Jersey,United States
halobetasol + salicylic acid,Paser Granules,For the treatment of plaque psoriasis.,Treatment of tuberculosis,05/14/2008,06/30/1994,87.5,Aminosalicylic acid,Paser Granules,Jacobus Pharmaceutical Company,New Jersey,United States
